time,level,service,content
2025-07-10 14:08:29.789,ERROR,c.e.service.PaymentService,"loc=http-nio-8080-exec-34 - Payment processing failed: orderId=ORD-2025-001262, error=Database connection timeout"
2025-07-10 14:08:29.923,ERROR,c.e.service.OrderService,"loc=http-nio-8080-exec-34 - Order creation failed: orderId=ORD-2025-001262, status=FAILED"
2025-07-10 14:08:30.056,INFO,c.e.service.NotificationService,"loc=http-nio-8080-exec-34 - Payment failure notification sent: orderId=ORD-2025-001262, recipient=user@test.com"
2025-07-10 14:08:30.289,INFO,c.e.service.AuthService,"loc=http-nio-8080-exec-35 - User authentication successful: userId=USER-4567, sessionId=SESS-9F2G5H"
2025-07-10 14:08:30.423,INFO,c.e.service.CartService,"loc=http-nio-8080-exec-35 - Cart validation completed: userId=USER-4567, totalItems=3, cartValue=179.97"
2025-07-10 14:08:30.556,INFO,c.e.service.InventoryService,"loc=http-nio-8080-exec-35 - Inventory check passed: productId=PROD-8899, availableQty=67, requestedQty=3"
2025-07-10 14:08:30.689,INFO,c.e.service.PricingService,"loc=http-nio-8080-exec-35 - Price calculation completed: basePrice=179.97, discount=17.99, finalPrice=161.98"
2025-07-10 14:08:30.823,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-35 - Payment gateway connection established: gateway=PaySecure-V2, timeout=30000ms"
2025-07-10 14:08:30.956,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-35 - Payment authorization requested: amount=161.98, currency=USD, cardType=MASTERCARD"
2025-07-10 14:08:31.189,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-35 - Payment processed successfully: orderId=ORD-2025-001263, transactionId=TXN-990015"
2025-07-10 14:08:31.323,INFO,c.e.service.OrderService,"loc=http-nio-8080-exec-35 - Order created successfully: orderId=ORD-2025-001263, status=CONFIRMED"
2025-07-10 14:08:31.456,INFO,c.e.service.NotificationService,"loc=http-nio-8080-exec-35 - Order confirmation email sent successfully: orderId=ORD-2025-001263, recipient=buyer@email.com"
2025-07-10 14:08:31.589,INFO,c.e.service.AuditService,"loc=http-nio-8080-exec-35 - Transaction audit completed: orderId=ORD-2025-001263, status=SUCCESS"
2025-07-10 14:08:31.823,INFO,c.e.service.AuthService,"loc=http-nio-8080-exec-36 - User authentication successful: userId=USER-6789, sessionId=SESS-0A3H6I"
2025-07-10 14:08:31.956,INFO,c.e.service.CartService,"loc=http-nio-8080-exec-36 - Cart validation completed: userId=USER-6789, totalItems=2, cartValue=449.98"
2025-07-10 14:08:32.089,INFO,c.e.service.InventoryService,"loc=http-nio-8080-exec-36 - Inventory check passed: productId=PROD-3345, availableQty=12, requestedQty=2"
2025-07-10 14:08:32.223,INFO,c.e.service.PricingService,"loc=http-nio-8080-exec-36 - Price calculation completed: basePrice=449.98, discount=44.99, finalPrice=404.99"
2025-07-10 14:08:32.356,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-36 - Payment gateway connection established: gateway=PaySecure-V2, timeout=30000ms"
2025-07-10 14:08:32.489,WARN,c.e.service.PaymentService,"loc=http-nio-8080-exec-36 - Payment gateway response time high: responseTime=1189ms, threshold=1000ms"
2025-07-10 14:08:32.723,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-36 - Payment authorization requested: amount=404.99, currency=USD, cardType=AMEX"
2025-07-10 14:08:33.056,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-36 - Payment processed successfully: orderId=ORD-2025-001264, transactionId=TXN-990016"
2025-07-10 14:08:33.189,INFO,c.e.service.OrderService,"loc=http-nio-8080-exec-36 - Order created successfully: orderId=ORD-2025-001264, status=CONFIRMED"
2025-07-10 14:08:33.334,ERROR,c.e.service.NotificationService,"loc=http-nio-8080-exec-36 - Failed to send order confirmation email: orderId=ORD-2025-001264, error=SMTP connection timeout"
2025-07-10 14:08:33.567,INFO,c.e.service.AuthService,"loc=http-nio-8080-exec-37 - User authentication successful: userId=USER-2345, sessionId=SESS-1B4I7J"
2025-07-10 14:08:33.689,INFO,c.e.service.CartService,"loc=http-nio-8080-exec-37 - Cart validation completed: userId=USER-2345, totalItems=5, cartValue=799.95"
2025-07-10 14:08:33.823,INFO,c.e.service.InventoryService,"loc=http-nio-8080-exec-37 - Inventory check passed: productId=PROD-7788, availableQty=34, requestedQty=5"
2025-07-10 14:08:33.956,INFO,c.e.service.PricingService,"loc=http-nio-8080-exec-37 - Price calculation completed: basePrice=799.95, discount=79.99, finalPrice=719.96"
2025-07-10 14:08:34.089,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-37 - Payment gateway connection established: gateway=PaySecure-V2, timeout=30000ms"
2025-07-10 14:08:34.223,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-37 - Payment authorization requested: amount=719.96, currency=USD, cardType=VISA"
2025-07-10 14:08:34.456,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-37 - Payment processed successfully: orderId=ORD-2025-001265, transactionId=TXN-990017"
2025-07-10 14:08:34.589,INFO,c.e.service.OrderService,"loc=http-nio-8080-exec-37 - Order created successfully: orderId=ORD-2025-001265, status=CONFIRMED"
2025-07-10 14:08:34.723,INFO,c.e.service.NotificationService,"loc=http-nio-8080-exec-37 - Order confirmation email sent successfully: orderId=ORD-2025-001265, recipient=shopper@mail.com"
2025-07-10 14:08:34.856,INFO,c.e.service.AuditService,"loc=http-nio-8080-exec-37 - Transaction audit completed: orderId=ORD-2025-001265, status=SUCCESS"
2025-07-10 14:08:35.089,INFO,c.e.service.AuthService,"loc=http-nio-8080-exec-38 - User authentication successful: userId=USER-8901, sessionId=SESS-2C5J8K"
2025-07-10 14:08:35.223,INFO,c.e.service.CartService,"loc=http-nio-8080-exec-38 - Cart validation completed: userId=USER-8901, totalItems=1, cartValue=129.99"
2025-07-10 14:08:35.356,INFO,c.e.service.InventoryService,"loc=http-nio-8080-exec-38 - Inventory check passed: productId=PROD-9988, availableQty=156, requestedQty=1"
2025-07-10 14:08:35.489,INFO,c.e.service.PricingService,"loc=http-nio-8080-exec-38 - Price calculation completed: basePrice=129.99, discount=12.99, finalPrice=117.00"
2025-07-10 14:08:35.623,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-38 - Payment gateway connection established: gateway=PaySecure-V2, timeout=30000ms"
2025-07-10 14:08:35.756,WARN,c.e.service.PaymentService,"loc=http-nio-8080-exec-38 - Database connection pool exhausted: activeConnections=50, maxConnections=50"
2025-07-10 14:08:35.989,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-38 - Payment authorization requested: amount=117.00, currency=USD, cardType=MASTERCARD"
2025-07-10 14:08:36.323,ERROR,c.e.service.PaymentService,"loc=http-nio-8080-exec-38 - Payment processing failed: orderId=ORD-2025-001266, error=Database connection timeout"
2025-07-10 14:08:36.456,ERROR,c.e.service.OrderService,"loc=http-nio-8080-exec-38 - Order creation failed: orderId=ORD-2025-001266, status=FAILED"
2025-07-10 14:08:36.589,INFO,c.e.service.NotificationService,"loc=http-nio-8080-exec-38 - Payment failure notification sent: orderId=ORD-2025-001266, recipient=user@site.com"
2025-07-10 14:08:36.823,INFO,c.e.service.AuthService,"loc=http-nio-8080-exec-39 - User authentication successful: userId=USER-5678, sessionId=SESS-3D6K9L"
2025-07-10 14:08:36.956,INFO,c.e.service.CartService,"loc=http-nio-8080-exec-39 - Cart validation completed: userId=USER-5678, totalItems=3, cartValue=389.97"
2025-07-10 14:08:37.089,INFO,c.e.service.InventoryService,"loc=http-nio-8080-exec-39 - Inventory check passed: productId=PROD-4456, availableQty=78, requestedQty=3"
2025-07-10 14:08:37.223,INFO,c.e.service.PricingService,"loc=http-nio-8080-exec-39 - Price calculation completed: basePrice=389.97, discount=38.99, finalPrice=350.98"
2025-07-10 14:08:37.356,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-39 - Payment gateway connection established: gateway=PaySecure-V2, timeout=30000ms"
2025-07-10 14:08:37.489,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-39 - Payment authorization requested: amount=350.98, currency=USD, cardType=VISA"
2025-07-10 14:08:37.723,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-39 - Payment processed successfully: orderId=ORD-2025-001267, transactionId=TXN-990018"
2025-07-10 14:08:37.856,INFO,c.e.service.OrderService,"loc=http-nio-8080-exec-39 - Order created successfully: orderId=ORD-2025-001267, status=CONFIRMED"
2025-07-10 14:08:37.989,INFO,c.e.service.NotificationService,"loc=http-nio-8080-exec-39 - Order confirmation email sent successfully: orderId=ORD-2025-001267, recipient=client@example.org"
2025-07-10 14:08:38.123,INFO,c.e.service.AuditService,"loc=http-nio-8080-exec-39 - Transaction audit completed: orderId=ORD-2025-001267, status=SUCCESS"
2025-07-10 14:08:38.356,INFO,c.e.service.AuthService,"loc=http-nio-8080-exec-40 - User authentication successful: userId=USER-1234, sessionId=SESS-4E7L0M"
2025-07-10 14:08:38.489,INFO,c.e.service.CartService,"loc=http-nio-8080-exec-40 - Cart validation completed: userId=USER-1234, totalItems=2, cartValue=199.98"
2025-07-10 14:08:38.623,INFO,c.e.service.InventoryService,"loc=http-nio-8080-exec-40 - Inventory check passed: productId=PROD-6677, availableQty=29, requestedQty=2"
2025-07-10 14:08:38.756,INFO,c.e.service.PricingService,"loc=http-nio-8080-exec-40 - Price calculation completed: basePrice=199.98, discount=19.99, finalPrice=179.99"
2025-07-10 14:08:38.889,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-40 - Payment gateway connection established: gateway=PaySecure-V2, timeout=30000ms"
2025-07-10 14:08:39.023,WARN,c.e.service.PaymentService,"loc=http-nio-8080-exec-40 - Payment gateway response time high: responseTime=1423ms, threshold=1000ms"
2025-07-10 14:08:39.256,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-40 - Payment authorization requested: amount=179.99, currency=USD, cardType=AMEX"
2025-07-10 14:08:39.589,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-40 - Payment processed successfully: orderId=ORD-2025-001268, transactionId=TXN-990019"
2025-07-10 14:08:39.723,INFO,c.e.service.OrderService,"loc=http-nio-8080-exec-40 - Order created successfully: orderId=ORD-2025-001268, status=CONFIRMED"
2025-07-10 14:08:39.867,ERROR,c.e.service.NotificationService,"loc=http-nio-8080-exec-40 - Failed to send order confirmation email: orderId=ORD-2025-001268, error=SMTP connection timeout"
2025-07-10 14:08:40.089,INFO,c.e.service.AuthService,"loc=http-nio-8080-exec-41 - User authentication successful: userId=USER-9876, sessionId=SESS-5F8M1N"
2025-07-10 14:08:40.223,INFO,c.e.service.CartService,"loc=http-nio-8080-exec-41 - Cart validation completed: userId=USER-9876, totalItems=1, cartValue=79.99"
2025-07-10 14:08:40.356,INFO,c.e.service.InventoryService,"loc=http-nio-8080-exec-41 - Inventory check passed: productId=PROD-1122, availableQty=91, requestedQty=1"
2025-07-10 14:08:40.489,INFO,c.e.service.PricingService,"loc=http-nio-8080-exec-41 - Price calculation completed: basePrice=79.99, discount=7.99, finalPrice=72.00"
2025-07-10 14:08:40.623,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-41 - Payment gateway connection established: gateway=PaySecure-V2, timeout=30000ms"
2025-07-10 14:08:40.756,WARN,c.e.service.PaymentService,"loc=http-nio-8080-exec-41 - Database connection pool exhausted: activeConnections=50, maxConnections=50"
2025-07-10 14:08:40.989,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-41 - Payment authorization requested: amount=72.00, currency=USD, cardType=VISA"
2025-07-10 14:08:41.323,ERROR,c.e.service.PaymentService,"loc=http-nio-8080-exec-41 - Payment processing failed: orderId=ORD-2025-001269, error=Database connection timeout"
2025-07-10 14:08:41.456,ERROR,c.e.service.OrderService,"loc=http-nio-8080-exec-41 - Order creation failed: orderId=ORD-2025-001269, status=FAILED"
2025-07-10 14:08:41.589,INFO,c.e.service.NotificationService,"loc=http-nio-8080-exec-41 - Payment failure notification sent: orderId=ORD-2025-001269, recipient=customer@web.com"
2025-07-10 14:08:41.823,INFO,c.e.service.AuthService,"loc=http-nio-8080-exec-42 - User authentication successful: userId=USER-3456, sessionId=SESS-6G9N2O"
2025-07-10 14:08:41.956,INFO,c.e.service.CartService,"loc=http-nio-8080-exec-42 - Cart validation completed: userId=USER-3456, totalItems=4, cartValue=679.96"
2025-07-10 14:08:42.089,INFO,c.e.service.InventoryService,"loc=http-nio-8080-exec-42 - Inventory check passed: productId=PROD-5544, availableQty=17, requestedQty=4"
2025-07-10 14:08:42.223,INFO,c.e.service.PricingService,"loc=http-nio-8080-exec-42 - Price calculation completed: basePrice=679.96, discount=67.99, finalPrice=611.97"
2025-07-10 14:08:42.356,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-42 - Payment gateway connection established: gateway=PaySecure-V2, timeout=30000ms"
2025-07-10 14:08:42.489,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-42 - Payment authorization requested: amount=611.97, currency=USD, cardType=MASTERCARD"
2025-07-10 14:08:42.723,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-42 - Payment processed successfully: orderId=ORD-2025-001270, transactionId=TXN-990020"
2025-07-10 14:08:42.856,INFO,c.e.service.OrderService,"loc=http-nio-8080-exec-42 - Order created successfully: orderId=ORD-2025-001270, status=CONFIRMED"
2025-07-10 14:08:42.989,INFO,c.e.service.NotificationService,"loc=http-nio-8080-exec-42 - Order confirmation email sent successfully: orderId=ORD-2025-001270, recipient=buyer@store.net"
2025-07-10 14:08:43.123,INFO,c.e.service.AuditService,"loc=http-nio-8080-exec-42 - Transaction audit completed: orderId=ORD-2025-001270, status=SUCCESS"
2025-07-10 14:08:43.356,INFO,c.e.service.AuthService,"loc=http-nio-8080-exec-43 - User authentication successful: userId=USER-7890, sessionId=SESS-7H0O3P"
2025-07-10 14:08:43.489,INFO,c.e.service.CartService,"loc=http-nio-8080-exec-43 - Cart validation completed: userId=USER-7890, totalItems=2, cartValue=249.98"
2025-07-10 14:08:43.623,INFO,c.e.service.InventoryService,"loc=http-nio-8080-exec-43 - Inventory check passed: productId=PROD-8833, availableQty=52, requestedQty=2"
2025-07-10 14:08:43.756,INFO,c.e.service.PricingService,"loc=http-nio-8080-exec-43 - Price calculation completed: basePrice=249.98, discount=24.99, finalPrice=224.99"
2025-07-10 14:08:43.889,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-43 - Payment gateway connection established: gateway=PaySecure-V2, timeout=30000ms"
2025-07-10 14:08:44.023,WARN,c.e.service.PaymentService,"loc=http-nio-8080-exec-43 - Payment gateway response time high: responseTime=1567ms, threshold=1000ms"
2025-07-10 14:08:44.256,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-43 - Payment authorization requested: amount=224.99, currency=USD, cardType=VISA"
2025-07-10 14:08:44.589,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-43 - Payment processed successfully: orderId=ORD-2025-001271, transactionId=TXN-990021"
2025-07-10 14:08:44.723,INFO,c.e.service.OrderService,"loc=http-nio-8080-exec-43 - Order created successfully: orderId=ORD-2025-001271, status=CONFIRMED"
2025-07-10 14:08:44.867,ERROR,c.e.service.NotificationService,"loc=http-nio-8080-exec-43 - Failed to send order confirmation email: orderId=ORD-2025-001271, error=SMTP connection timeout"
2025-07-10 14:08:45.089,INFO,c.e.service.AuthService,"loc=http-nio-8080-exec-44 - User authentication successful: userId=USER-2468, sessionId=SESS-8I1P4Q"
2025-07-10 14:08:45.223,INFO,c.e.service.CartService,"loc=http-nio-8080-exec-44 - Cart validation completed: userId=USER-2468, totalItems=3, cartValue=329.97"
2025-07-10 14:08:45.356,INFO,c.e.service.InventoryService,"loc=http-nio-8080-exec-44 - Inventory check passed: productId=PROD-9911, availableQty=41, requestedQty=3"
2025-07-10 14:08:45.489,INFO,c.e.service.PricingService,"loc=http-nio-8080-exec-44 - Price calculation completed: basePrice=329.97, discount=32.99, finalPrice=296.98"
2025-07-10 14:08:45.623,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-44 - Payment gateway connection established: gateway=PaySecure-V2, timeout=30000ms"
2025-07-10 14:08:45.756,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-44 - Payment authorization requested: amount=296.98, currency=USD, cardType=AMEX"
2025-07-10 14:08:45.989,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-44 - Payment processed successfully: orderId=ORD-2025-001272, transactionId=TXN-990022"
2025-07-10 14:08:46.123,INFO,c.e.service.OrderService,"loc=http-nio-8080-exec-44 - Order created successfully: orderId=ORD-2025-001272, status=CONFIRMED"
2025-07-10 14:08:46.256,INFO,c.e.service.NotificationService,"loc=http-nio-8080-exec-44 - Order confirmation email sent successfully: orderId=ORD-2025-001272, recipient=user@shop.com"
2025-07-10 14:08:46.389,INFO,c.e.service.AuditService,"loc=http-nio-8080-exec-44 - Transaction audit completed: orderId=ORD-2025-001272, status=SUCCESS"
2025-07-10 14:08:46.623,INFO,c.e.service.AuthService,"loc=http-nio-8080-exec-45 - User authentication successful: userId=USER-1357, sessionId=SESS-9J2Q5R"
2025-07-10 14:08:46.756,INFO,c.e.service.CartService,"loc=http-nio-8080-exec-45 - Cart validation completed: userId=USER-1357, totalItems=1, cartValue=199.99"
2025-07-10 14:08:46.889,INFO,c.e.service.InventoryService,"loc=http-nio-8080-exec-45 - Inventory check passed: productId=PROD-2200, availableQty=15, requestedQty=1"
2025-07-10 14:08:47.023,INFO,c.e.service.PricingService,"loc=http-nio-8080-exec-45 - Price calculation completed: basePrice=199.99, discount=0.00, finalPrice=199.99"
2025-07-10 14:08:47.156,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-45 - Payment gateway connection established: gateway=PaySecure-V2, timeout=30000ms"
2025-07-10 14:08:47.289,WARN,c.e.service.PaymentService,"loc=http-nio-8080-exec-45 - Memory usage critical: heapUsed=1.8GB, heapMax=2.0GB, threshold=1.6GB"
2025-07-10 14:08:47.523,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-45 - Payment authorization requested: amount=199.99, currency=USD, cardType=MASTERCARD"
2025-07-10 14:08:47.856,ERROR,c.e.service.PaymentService,"loc=http-nio-8080-exec-45 - Payment processing failed: orderId=ORD-2025-001273, error=OutOfMemoryError during transaction processing"
2025-07-10 14:08:47.989,ERROR,c.e.service.OrderService,"loc=http-nio-8080-exec-45 - Order creation failed: orderId=ORD-2025-001273, status=FAILED"
2025-07-10 14:08:48.123,INFO,c.e.service.NotificationService,"loc=http-nio-8080-exec-45 - Payment failure notification sent: orderId=ORD-2025-001273, recipient=customer@domain.co"
2025-07-10 14:08:48.356,INFO,c.e.service.AuthService,"loc=http-nio-8080-exec-46 - User authentication successful: userId=USER-8642, sessionId=SESS-0K3R6S"
2025-07-10 14:08:48.489,INFO,c.e.service.CartService,"loc=http-nio-8080-exec-46 - Cart validation completed: userId=USER-8642, totalItems=2, cartValue=159.98"
2025-07-10 14:08:48.623,INFO,c.e.service.InventoryService,"loc=http-nio-8080-exec-46 - Inventory check passed: productId=PROD-3311, availableQty=88, requestedQty=2"
2025-07-10 14:08:48.756,INFO,c.e.service.PricingService,"loc=http-nio-8080-exec-46 - Price calculation completed: basePrice=159.98, discount=15.99, finalPrice=143.99"
2025-07-10 14:08:48.889,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-46 - Payment gateway connection established: gateway=PaySecure-V2, timeout=30000ms"
2025-07-10 14:08:49.023,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-46 - Payment authorization requested: amount=143.99, currency=USD, cardType=VISA"
2025-07-10 14:08:49.256,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-46 - Payment processed successfully: orderId=ORD-2025-001274, transactionId=TXN-990023"
2025-07-10 14:08:49.389,INFO,c.e.service.OrderService,"loc=http-nio-8080-exec-46 - Order created successfully: orderId=ORD-2025-001274, status=CONFIRMED"
2025-07-10 14:08:49.523,INFO,c.e.service.NotificationService,"loc=http-nio-8080-exec-46 - Order confirmation email sent successfully: orderId=ORD-2025-001274, recipient=buyer@example.net"
2025-07-10 14:08:49.656,INFO,c.e.service.AuditService,"loc=http-nio-8080-exec-46 - Transaction audit completed: orderId=ORD-2025-001274, status=SUCCESS"
2025-07-10 14:08:49.889,INFO,c.e.service.AuthService,"loc=http-nio-8080-exec-47 - User authentication successful: userId=USER-9753, sessionId=SESS-1L4S7T"
2025-07-10 14:08:50.023,INFO,c.e.service.CartService,"loc=http-nio-8080-exec-47 - Cart validation completed: userId=USER-9753, totalItems=4, cartValue=519.96"
2025-07-10 14:08:50.156,INFO,c.e.service.InventoryService,"loc=http-nio-8080-exec-47 - Inventory check passed: productId=PROD-4422, availableQty=26, requestedQty=4"
2025-07-10 14:08:50.289,INFO,c.e.service.PricingService,"loc=http-nio-8080-exec-47 - Price calculation completed: basePrice=519.96, discount=51.99, finalPrice=467.97"
2025-07-10 14:08:50.423,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-47 - Payment gateway connection established: gateway=PaySecure-V2, timeout=30000ms"
2025-07-10 14:08:50.556,WARN,c.e.service.PaymentService,"loc=http-nio-8080-exec-47 - Fraud detection service unavailable: service=FraudGuard, status=SERVICE_UNAVAILABLE"
2025-07-10 14:08:50.789,INFO,c.e.service.PaymentService,"loc=http-nio-8080-exec-47 - Payment authorization requested: amount=467.97, currency=USD, cardType=AMEX"
2025-07-10 14:08:51.123,ERROR,c.e.service.PaymentService,"loc=http-nio-8080-exec-47 - Payment processing failed: orderId=ORD-2025-001275, error=Transaction declined by fraud prevention system"
2025-07-10 14:08:51.256,ERROR,c.e.service.OrderService,"loc=http-nio-8080-exec-47 - Order creation failed: orderId=ORD-2025-001275, status=FAILED"
